Organization,Website,Status
Ill Department of Child & Family Services,https://web.archive.org/web/20221202155127/https:/www.floridahealth.gov/,archived
Illinois Action for Children,http://web.archive.org/web/20071222034949/www.losethetrainingwheels.org/default.aspx?Lev=2&ID=33,archived
Illinois African American Coalition for Prevention,http://www.ilaacp.org/,live
Illinois Alcoholism and Drug Prevention Center,http://web.archive.org/web/20170517130723/mentalhealthamerica.net/issues/2016-state-mental-health-america-adult-data,archived
Illinois Campus Compact,https://www.slideshare.net/ILCCMedia?nway-conten=,live
Illinois Caucus for Adolescent Health,https://www.icah.org/,live
Illinois Center For The Prevention Of Violence,https://web.archive.org/web/20250122231804/https:/www.cdc.gov/youth-safe-environments/professional-development/index.html,archived
Illinois College Access Network,https://illinoiscan.org/,live
Illinois Commission on Volunteerism and Community Service Ill Department of Human Services,,not found
Illinois Department of Children and Family Services,https://leadiq.com/c/illinois-department-of-children-and-family-services/5a1d836824000024005e0b91,live
Illinois Department of Employment Security,https://ides.illinois.gov/unemployment.html,live
Illinois Department of Financial and Professional Regulation,https://idfpr.illinois.gov/,live
Illinois Department of Human Services Grants Administration,http://web.archive.org/web/20041216124504/www.bobbemer.com/CONCEPTS.HTM,archived
Illinois Department of Human Services Office of Security&Emergency Preparedness,,not found
Illinois Department on Aging,https://www.illinois.gov/agencies/agency.age.html,live
Illinois Destination ImagiNation,https://illinoisdi.org/2018/08/what-we-do/,live
Illinois Education Foundation,https://masnstevy.com/tag/illinois-education-foundation/,live
Illinois Institute of Technology,https://www.iit.edu/housing/housing-options/residence-halls/cunningham-hall,live
Illinois Intergenerational Initiative,https://digitalcommons.unomaha.edu/slceintergenerational/16/,live
Illinois Mathematics and Science Academy,https://imsa.edu/academics/,live
Illinois Mentoring Partnership,https://www.chicago.gov/city/en/depts/mayor/press_room/press_releases/2015/august/mayor-emanuel-and-illinois-mentoring-partnership-launch-mayors-m.html,live
Illinois Office of Educational Services Thinkfinity,https://www.ipl.org/thinkfinity/,live
Illinois Resource Center,https://www.tiktok.com/discover/tinley-park-illinois-rec-center,live
Illinois Single Payer Coalition,https://www.ilsinglepayer.org/,live
Illinois State Board of Education,https://www.dailyherald.com/20251030/education/progress-not-just-achievement-state-emphasizes-growth-over-proficiency-in-new-illinois-report-ca/,live
Illinois State Police,https://isp.illinois.gov/,live
Illinois State Representative - 20th District,https://www.ice-pac.com/author/eleanor/,live
Illinois State Senator,http://www.senatorpatrickjoyce.com/,live
Illinois State Student Assistance Commission (ISAC),https://www.dailyherald.com/20080913/opinion/coming-to-aid-of-college-students/,live
Illinois State University,https://illinoisstate.edu/,live
Illinois Student Assistance Commission,https://www.osfa.illinois.edu/,live
Illinois Teenage Institute,https://archive.org/stream/annualreportstat1977illi/annualreportstat1977illi_djvu.txt,live
Illinois Wesleyan University,https://www.bkstr.com/iwustore/shop/clothing-accessories/women,live
Illinois Womens Funding Federation (IWFF),http://www.iwff.net/En/,live
Imagine Chicago,https://www.imaginechicago.org/,live
Imagine Englewood IF,https://www.imagineenglewoodif.org/,live
Imperial Consulting Corporation,https://www.easycounter.com/report/imperialcorp.com,live
In the Kitchen,https://www.amazon.com/In-the-Kitchen/dp/1911547666,live
"Independence Community Schools, Mentoring/STARS After School Program",https://web.archive.org/web/20091108111831/http:/bighollywood.breitbart.com/sright/2009/11/03/l-is-for-leftist-thats-good-enough-for-me/,archived
Indiana Alliance of Boys & Girls Clubs,https://www.indianabgc.org/about/,live
Indiana University,https://bloomington.iu.edu/,live
Indiana University Northwest,https://northwest.iu.edu/,live
Indiana University School of Medicine,https://medicine.iu.edu/internal-medicine/education/residency/bloomington/recruitment,live
Indo American Center Youth Development,https://www.slideshare.net/slideshow/indo-american-center/20259734,live
Industrial Council of Northwest Chicago,https://chicagocitywire.com/inaugural-chicago-manufacturing-awards-honor-local-businesses/,live
Information Technology International,http://web.archive.org/web/19970628182806/www.olivetti.com/info/pressuk/97052203.shtml,archived
Information Technology Resource Center (ITRC),https://www.ccc.edu/wright/departments/information-technology/,live
Inkindex,https://github.com/divecastro/inkindex-frontend,live
Inner City Impact,https://icichicago.org/mission/,live
Insight Through Art Foundation,http://www.nonprofitfacts.com/IL/Insight-Through-Art-Foundation-Inc.html,live
"Insight, St Joseph's Insight",https://www.nhl.com/info/teams/,live
"Inspired Youth Inc.,  Epworth Tutoring",,not found
"Inspired Youth, Inc - Epworth Tutoring",https://www.oocities.org/epworthtutoring/,live
Institute For Voluntary Organization,https://www.nhl.com/info/teams/,live
Institute For Voluntary Organizations,https://www.acronymattic.com/Institute-for-Voluntary-Organizations-(IFVO).html,live
Institute for Mathematics and Science Educa,https://www.universiteitleiden.nl/binaries/content/assets/science/mi/visitatierapport2009.pdf,live
Institute of Diversity,https://web.archive.org/web/20180425074908/http://unitedexplanations.org/english/2014/05/20/what-are-the-worst-countries-in-the-world-to-be-gay/,archived
Institute of Reading Development,https://readingprograms.org/Programs/,live
Institute on Disability and Human Development,https://cpfamilynetwork.org/resources/resources-guide/illinois-department-of-disability-and-human-development/,live
Instituto del Progreso Latino,https://www.institutochicago.org/apps/pages/index.jsp?uREC_ID=372467&type=d&pREC_ID=837915,live
Integrated Strategies,https://financialplanningis.com/,live
Interceders Praise Ministries,,not found
Intergenerational Literacy,https://people.bu.edu/jparator/files/ilp.html,live
International Quality Leadership Institute,https://www.abbreviationfinder.org/acronyms/iqli_international-quality-leadership-institute.html,live
International Telementor Center,https://www.downes.ca/post/1541,live
Invensys Controls,https://companies.jrank.org/pages/2187/Invensys-Plc.html,live
Iowa Health System Center for Healthy Communities,,not found
Ivy League Tutoring,https://ivyleaguetutoring.net/,live
J &R Learning Club,http://web.archive.org/web/19980207043332/crash.ihug.co.nz/complete.html,archived
JHP Community Center,https://web.archive.org/web/20031008051036/http://www.jhpcommunitycenter.org:80/,archived
JPW Newman Foundation JP2 Mentoring Club,https://www.jpwfoundation.org/,live
JT & Associates,https://www.interiordesignsswfl.com/,live
Jane Addams Center /Hull House,https://mgoblue.com/,live
Jane Addams Hull House,https://janeaddamshullhouse.org/history/,live
Jane Addams Resource Corp.,https://www.aspeninstitute.org/wp-content/uploads/2025/05/Jane-Addams-Resource-Corp.pdf,live
Janeil Communications,,not found
Jefferson Awards for Public Service,https://web.archive.org/web/20220801141926/https:/www.tester.senate.gov/public-schedule/,archived
Jefferson County Mentoring Program,https://gilchristdavis.com/attorney.htm,unverified
"Jefferson County, Arkansas, Juvenile Justice Mentoring Program",https://mgoblue.com/,live
Jewish Childrens Bureau,https://recovered.org/rehabs/bellefaire-jewish-childrens-bureau-cleveland-oh,live
Jewish Federation of Metropolitan Chicago,https://www.influencewatch.org/non-profit/jewish-united-fund-jewish-federation-of-metropolitan-chicago/,live
Jewish United Fund Jewish Federation of Metropolitan Chicago,https://fconline.foundationcenter.org/fdo-grantmaker-profile/?collection=grantmakers&key=JEWI049,live
Jewish United Fund TOV Volunteer Network,,not found
"Jewish United Fund, Jewish Federation of Metropolitan Chicago",https://www.jcfs.org/about/our-partners,live
Jobs for Youth,https://jobsforyouth.org/breakfast/,live
John Carroll University,https://www.jcu.edu/,live
John D & Catherine T MacArthur Foundation,https://www.macfound.org/about/,live
John G Shedd Aquarium,https://www.chicagoparkdistrict.com/parks-facilities/shedd-aquarium,live
John Hope Community Academy,https://www.nfhsnetwork.com/schools/john-hope-community-academy-chicago-il,live
John Whistler School,http://whistlerschool.weebly.com/,live
Johns Hopkins Hospital Youth Mentoring Program,https://web.archive.org/web/20030921031057/http://johnshopkinshospital.com:80/,archived
Johnson County Family Court,https://johnsoncountycourtrecords.org/family-court/,live
Joint Action in Community Service,https://prioritymaleinstitute.org/leadership.html,live
Jones Center Mentoring Program,"https://web.archive.org/web/20080423222039/www.people.com/people/archive/article/0,,20134797,00.html",archived
Jones Lang LaSalle Americas,https://web.archive.org/web/20100126050000/http://www.twc.edu/board_members.shtml,archived
Jordan Community School,https://www.jordan.cps.edu/,live
Jordan Webb,https://www.tiktok.com/@jordan.webbx,live
Joseph Kellman Family Foundation,https://grantedai.com/foundations/joseph-kellman-family-foundation-6206,live
Journey House,https://journeyhousetravel.com/home/,live
"Journey House, Inc.",https://journeyhouseinc.com/,live
Joy Lutheran Church,https://joy-church.org/,live
Joyce Foundation,https://www.joycefdn.org/,live
Juarez High School,https://www.maxpreps.com/il/chicago/juarez-eagles/,live
Jumpstart,https://jumpstartinc.org/,live
Jumpstart for Young Children,https://changingthepresent.org/collections/jumpstart-for-young-children-inc,live
Junior Achievement,https://jausa.ja.org/,live
Junior Achievement of Chicago,https://thedff.org/highlights/junior-achievement-of-chicago/,live
Junior League of Chicago,https://thejuniorleagueinternational.org/marketing-and-communications-award/,live
Junior Senior Scholars,https://www.positivelynaperville.com/2017/07/14/north-central-colleges-juniorsenior-scholars-program-charts-success/75969,live
Just Beginning Foundation,https://www.quiltingboard.com/main-f1/do-you-need-accurately-cut-foundation-piecing-t320134.html,live
Just Do It Mentor,http://web.archive.org/web/20081211120227/http:/kmedge.org:80/conf/futureofknowledge.html,archived
Juvenile Court of Cook County,https://www.cookcountycourtil.gov/division/juvenile-justice-division,live
"Juvenile Court of Cook County, Juvenile Justice and Child Protection Department",https://mgoblue.com/,live
Juvenile Justice Bureau,https://criminaldefenseattorneytampa.com/juvenile-matters/detention/,live
Juvenile Justice Initiative,https://www.jjustice.org/,live
KABOOM!,https://kaboom.org/,live
KIPP Ascend Charter School,https://www.cps.edu/schools/schoolprofiles/kipp-ascend,live
Kankakee School Dist 111 Foster Grandparent Volunteer,https://www.kanihelp.org/resources/foster-grandparent-program/,live
Kansas City Public Schools,https://web.archive.org/web/20220517015957/https:/princeofthequeencity.com/,archived
Kansas City Youth Friends,https://www.nkcschools.org/district/dept/community-relations/youthfriends,live
Kansas State University - Community and Mentor Programs,https://web.archive.org/web/20230415230045/collegehoopedia.com/players/bad-boys,archived
Kendall County Regional Project Success,https://mgoblue.com/,live
Key Link Technologies,https://web.archive.org/web/20130508212238/https:/www.owasp.org/index.php/Certificate_and_Public_Key_Pinning,archived
Kid Trek,https://www.amazon.com/Kid-Trek-Logbook-Curious-Explorers/dp/B0FFMB9JTZ,live
KidREACH World Vision Chicago,https://www.worldvision.org/,live
Kids Hope United,https://premierguidemiami.com/childrens-fashion-show-benefits-kids-hope-united/,live
Kids Off The Block,https://kobusa.org/about-us/,live
Kids to Careers Mentoring Games Big World Productions,https://mgoblue.com/,live
KidsWay,https://kidsway.ca/,live
Kidz Express,https://kidzexpress.org/,live
KidzAmerica,https://www.kidzamerica.net/about-us,live
Kinship of Milwaukee,,not found
Knights of Omega Mentoring,https://mgoblue.com/,live
Knowledge Learning Organization,https://www.nhl.com/info/teams/,live
KnowledgePoints,https://knowledgepoints.com/,live
KnowledgeWorks,https://knowledgeworks.org/,live
L & L Publishers,https://magicref.net/magicbooks/books/gansonlewismagicofslydini.htm,live
LBL Strategies,https://www.lblstrategies.com/,live
LEAP To Language Foundation,https://www.aalas.org/national-meeting,live
LIFELINK,https://www.lifelink.org.uk/how-we-can-help/adults/,live
